"street_name","accident_street","total_accident","percent_accident_street"
"St Anns Avenue","1","238421","0.00"
"Industrial Loop","2","238421","0.00"
"179 Place","8","238421","0.00"
"Brick Town Way","1","238421","0.00"
"West 214 Street","2","238421","0.00"
"Schoharie Street","2","238421","0.00"
"West 111","1","238421","0.00"
"Reno Avenue","1","238421","0.00"
"Pinson Street","9","238421","0.00"
"Bates Road","1","238421","0.00"
"Sloan Street","1","238421","0.00"
"Bailey Place","2","238421","0.00"
"Battery Road","5","238421","0.00"
"Garnet Street","5","238421","0.00"
"Juniper Avenue","2","238421","0.00"
"Balsam Place","1","238421","0.00"
"Barbara Street","1","238421","0.00"
"Elson Court","2","238421","0.00"
"Erskine Place","9","238421","0.00"
"Paerdegat 13 Street","4","238421","0.00"
"Locust Manor Lane","1","238421","0.00"
"Montreal Avenue","3","238421","0.00"
"Gouverneur Avenue","5","238421","0.00"
"Edgewood Road","1","238421","0.00"
"Victor Road","2","238421","0.00"
"Richmond Ave","1","238421","0.00"
"Northside Pier","1","238421","0.00"
"Vandervoort  Avenue","1","238421","0.00"
"145 Place","2","238421","0.00"
"Campbell Avenue","1","238421","0.00"
"Roselle Street","1","238421","0.00"
"Stickball Blvd","1","238421","0.00"
"Aqueduct Line","1","238421","0.00"
"Kenilworth Drive","1","238421","0.00"
"Baron Boulevard","1","238421","0.00"
"Duke Ellington Boulevard","1","238421","0.00"
"Anderson Street","7","238421","0.00"
"74 Place","1","238421","0.00"
"Park Drive","9","238421","0.00"
"Arnold Avenue","4","238421","0.00"
"83 Place","3","238421","0.00"
"Shotwell Avenue","2","238421","0.00"
"Hogan Place","7","238421","0.00"
"Nellis Street","2","238421","0.00"
"Hill Street","8","238421","0.00"
"Ithaca Street","7","238421","0.00"
"Augusta Avenue","1","238421","0.00"
"Juniper Boulevard North","6","238421","0.00"
"1 Liberty Plaza","1","238421","0.00"
"Pompeii Avenue","1","238421","0.00"
"116 Drive","4","238421","0.00"
"Savo Loop","1","238421","0.00"
"Orange Avenue","1","238421","0.00"
"Fort Place","6","238421","0.00"
"St. John St","1","238421","0.00"
"143 Road","4","238421","0.00"
"Elm Avenue","7","238421","0.00"
"235 Court","6","238421","0.00"
"Kimberly Lane","5","238421","0.00"
"Parkwood Avenue","1","238421","0.00"
"Erik Place","1","238421","0.00"
"South Saint Austins Place","1","238421","0.00"
"Bowling Green","1","238421","0.00"
"Morgan Place","2","238421","0.00"
"Sheridan Square","1","238421","0.00"
"Stuyvesant Oval","1","238421","0.00"
"Grosvenor Avenue","1","238421","0.00"
"W 56 Street","1","238421","0.00"
"Gun Hill Road","2","238421","0.00"
"Pidgeon Meadow Road","10","238421","0.00"
"Bardwell Avenue","1","238421","0.00"
"Mc Kibbin Court","1","238421","0.00"
"Doty Avenue","2","238421","0.00"
"5 Ave","1","238421","0.00"
"63 Place","1","238421","0.00"
"Washington Square East","1","238421","0.00"
"Quinn Street","3","238421","0.00"
"Radio Drive","1","238421","0.00"
"Grantwood Avenue","1","238421","0.00"
"Greystone Avenue","10","238421","0.00"
"Bartlett Street","6","238421","0.00"
"St Pauls Ave","1","238421","0.00"
"Syringa Place","1","238421","0.00"
"Mayfair Road","2","238421","0.00"
"Leigh Avenue","1","238421","0.00"
"206 Street","3","238421","0.00"
"Pell Street","2","238421","0.00"
"Lander Street","2","238421","0.00"
"South 6  St","1","238421","0.00"
"Linden Avenue","2","238421","0.00"
"Emerson Drive","1","238421","0.00"
"East Tremon Avenue","1","238421","0.00"
"Beach 96 Street","7","238421","0.00"
"Fieldstone Road","1","238421","0.00"
"Whitewood Avenue","2","238421","0.00"
"Bruckner Blvd And Brook Ave","1","238421","0.00"
"Belt Pkwy E","1","238421","0.00"
"Landing Road","7","238421","0.00"
"Esplanade","5","238421","0.00"
"Vansiclen Street","1","238421","0.00"
"Totten Street","2","238421","0.00"
"Cedric Road","1","238421","0.00"
"Mary Street","1","238421","0.00"
"East 113 Street","10","238421","0.00"
"Rockaway Beach Drive","1","238421","0.00"
"Regent Place","9","238421","0.00"
"23 Road","4","238421","0.00"
"Beechwood Place","2","238421","0.00"
"Sandford Street","9","238421","0.00"
"Lloyd Road","3","238421","0.00"
"2Nd Ave","1","238421","0.00"
"Driggs Street","1","238421","0.00"
"151 Avenue","8","238421","0.00"
"East 226 Drive","1","238421","0.00"
"Cannon Avenue","1","238421","0.00"
"Claire Court","1","238421","0.00"
"Seagirt Boulvard","1","238421","0.00"
"Flatlands Ave","1","238421","0.00"
"Depot Place","7","238421","0.00"
"Cooper Terrace","1","238421","0.00"
"Harper Avenue","6","238421","0.00"
"Sawyer Avenue","1","238421","0.00"
"Stell Place","1","238421","0.00"
"Cannon Place","8","238421","0.00"
"Whitty Lane","3","238421","0.00"
"Hicksville Road","4","238421","0.00"
"Henry Hudson Parkway West","3","238421","0.00"
"Dunham Place","1","238421","0.00"
"Carver Loop","8","238421","0.00"
"Loring Ave","1","238421","0.00"
"Hawthorne","1","238421","0.00"
"Fairway Lane","1","238421","0.00"
"Arlington Terrace","5","238421","0.00"
"Fanchon Place","1","238421","0.00"
"Parsons Blouvard","1","238421","0.00"
"Hall Place","7","238421","0.00"
"Staint James Place","1","238421","0.00"
"W 47 Street","1","238421","0.00"
"Grove St","1","238421","0.00"
"Eunice Place","3","238421","0.00"
"Swinton Avenue","7","238421","0.00"
"High Street","1","238421","0.00"
"245 Place","1","238421","0.00"
"Vanzandt Avenue","2","238421","0.00"
"Neilson Street","9","238421","0.00"
"Douglas Road","4","238421","0.00"
"501-517 E 60Th St","1","238421","0.00"
"Wellington Court","4","238421","0.00"
"Aubrey Avenue","3","238421","0.00"
"Arlene Court","1","238421","0.00"
"Reeder Street","5","238421","0.00"
"Robinson Parkway","1","238421","0.00"
"Canal St West","1","238421","0.00"
"Brighton 13 Street","3","238421","0.00"
"Edward L Grant Highway","2","238421","0.00"
"Aguilar Avenue","6","238421","0.00"
"Curzon Road","2","238421","0.00"
"Valdemar Avenue","1","238421","0.00"
"Beach 16 Street","1","238421","0.00"
"Grandview Terrace","1","238421","0.00"
"Seneca Street","1","238421","0.00"
"Occident Avenue","6","238421","0.00"
"Major Deegan Expressway Ramp N/B","1","238421","0.00"
"Dr Martin Luther King Jr Blvd","1","238421","0.00"
"Erastina Place","1","238421","0.00"
"103Th Avenue","1","238421","0.00"
"Oakland Terrace","1","238421","0.00"
"Hanover Place","2","238421","0.00"
"Leslie Road","5","238421","0.00"
"Rev James Polite Ave","1","238421","0.00"
"Beach 30 Street","2","238421","0.00"
"Quince Avenue","8","238421","0.00"
"164 Avenue","6","238421","0.00"
"Noel Road","4","238421","0.00"
"Andrea Place","1","238421","0.00"
"Princeton Avenue","1","238421","0.00"
"Gunther Place","3","238421","0.00"
"Seagate Avenue","3","238421","0.00"
"Holsman Road","1","238421","0.00"
"Indian Road","1","238421","0.00"
"Wayne Street","1","238421","0.00"
"Guyrbrewer","1","238421","0.00"
"W 6 St","1","238421","0.00"
"Vanname Avenue","8","238421","0.00"
"Veterans Road East","10","238421","0.00"
"Brigham Street","11","238421","0.00"
"65 Drive","2","238421","0.00"
"Hillcrest Avenue","1","238421","0.00"
"Underhill  Road","1","238421","0.00"
"Eggert Place","8","238421","0.00"
"137 Road","9","238421","0.00"
"61-00","1","238421","0.00"
"Buhre Avenue","10","238421","0.00"
"S Conduit Avenue","1","238421","0.00"
"Sound View Terrace","1","238421","0.00"
"Ledyard Place","3","238421","0.00"
"Defoe Place","2","238421","0.00"
"Canada Avenue","1","238421","0.00"
"Caswell Avenue","10","238421","0.00"
"W 45 Street","1","238421","0.00"
"Bayswater Avenue","7","238421","0.00"
"Pembroke Avenue","2","238421","0.00"
"Newburg Street","7","238421","0.00"
"Mangin Avenue","8","238421","0.00"
"Thatford Avenue","9","238421","0.00"
"Colton Street","1","238421","0.00"
"Shadow Lane","1","238421","0.00"
"Steenwick Avenue","7","238421","0.00"
"Hampton Avenue","2","238421","0.00"
"Leggett Place","3","238421","0.00"
"Gordon Street","10","238421","0.00"
"North 5Th Street","1","238421","0.00"
"Benton Street","1","238421","0.00"
"149 Place","10","238421","0.00"
"Androvette Avenue","3","238421","0.00"
"Dupont Street","10","238421","0.00"
"Clarke Place","1","238421","0.00"
"Chapin Court","1","238421","0.00"
"Bruckner Blvs","1","238421","0.00"
"Dickinson Avenue","5","238421","0.00"
"Gurley Avenue","5","238421","0.00"
"Emily Lane","1","238421","0.00"
"Loring Place South","4","238421","0.00"
"Stryker Street","3","238421","0.00"
"Linden Blvd","10","238421","0.00"
"Bay 54 Street","2","238421","0.00"
"Ericson Place","5","238421","0.00"
"W 233 Street","1","238421","0.00"
"Fletcher Place","2","238421","0.00"
"Bowen Street","6","238421","0.00"
"Tompkins Place","2","238421","0.00"
"Annandale Road","1","238421","0.00"
"1 Avenue Loop","1","238421","0.00"
"Mill Lane","2","238421","0.00"
"Locust Street","6","238421","0.00"
"Smedley Street","1","238421","0.00"
"Beach 121 Street","1","238421","0.00"
"Whittemore Avenue","2","238421","0.00"
"Prentiss Avenue","2","238421","0.00"
"Emerson Place","11","238421","0.00"
"Furmanville Avenue","7","238421","0.00"
"Sumner Avenue","1","238421","0.00"
"Beach 47 Street","7","238421","0.00"
"Kemball Avenue","1","238421","0.00"
"Garland Drive","2","238421","0.00"
"Exchange Place","5","238421","0.00"
"Roma Avenue","4","238421","0.00"
"Endeavor Place","1","238421","0.00"
"Cyrus Avenue","3","238421","0.00"
"Seaside Avenue","1","238421","0.00"
"Crittenden Place","1","238421","0.00"
"Beach 149 Street","2","238421","0.00"
"Beach 86 Street","3","238421","0.00"
"Fordham Road","2","238421","0.00"
"Marine Park Bridge Nb Lp","1","238421","0.00"
"Park Terrace East","4","238421","0.00"
"Poly Pl","2","238421","0.00"
"Columbus Ave","1","238421","0.00"
"Van Cortlandt Park S","2","238421","0.00"
"Oder Avenue","4","238421","0.00"
"Oak Park Drive","1","238421","0.00"
"69 Drive","1","238421","0.00"
"Lafontaine Avenue","8","238421","0.00"
"73 Road","1","238421","0.00"
"Dearborn Court","4","238421","0.00"
"Leonard Ave","1","238421","0.00"
"Berry Avenue","1","238421","0.00"
"Rosita Road","1","238421","0.00"
"Thomson Ave","1","238421","0.00"
"St Nicholas Terrace","1","238421","0.00"
"Ed Koch Bridge","7","238421","0.00"
"Fordham University","1","238421","0.00"
"Tiffany Place","6","238421","0.00"
"Martha Street","1","238421","0.00"
"Akron Street","2","238421","0.00"
"Boardwalk","2","238421","0.00"
"Knox Place","5","238421","0.00"
"117 Road","4","238421","0.00"
"Maran Place","2","238421","0.00"
"Ava Place","3","238421","0.00"
"Cumberland Walk","1","238421","0.00"
"Granite Avenue","4","238421","0.00"
"31St","1","238421","0.00"
"West Service Road","10","238421","0.00"
"Martling Avenue","3","238421","0.00"
"Rev James A Polite Avenue","1","238421","0.00"
"W 46 Street","1","238421","0.00"
"Beaver Road","3","238421","0.00"
"Rose Street","3","238421","0.00"
"Laguna Lane","1","238421","0.00"
"Cumberland Street","11","238421","0.00"
"Edgewater Plaza","1","238421","0.00"
"Tuckerton Street","2","238421","0.00"
"North 12 Street","8","238421","0.00"
"Peck Slip","4","238421","0.00"
"Slater Boulevard","6","238421","0.00"
"Benton Avenue","2","238421","0.00"
"Allen Place","2","238421","0.00"
"Brinsmade Avenue","8","238421","0.00"
"Zoo Path","2","238421","0.00"
"Crabtree Avenue","1","238421","0.00"
"Ordell Avenue","1","238421","0.00"
"Belmont Place","4","238421","0.00"
"Draper Place","3","238421","0.00"
"Corporal Kenney Street","1","238421","0.00"
"Owls Head Court","1","238421","0.00"
"113 Drive","4","238421","0.00"
"Trimble Place","1","238421","0.00"
"Beach 13 Street","5","238421","0.00"
"Newton Street","7","238421","0.00"
"Riverside Lane","2","238421","0.00"
"Aberdeen Street","7","238421","0.00"
"Redgrave Avenue","2","238421","0.00"
"Bouck Court","2","238421","0.00"
"1St Ave","1","238421","0.00"
"Larkin Avenue","2","238421","0.00"
"Southgate Plaza","2","238421","0.00"
"West 242 Street","3","238421","0.00"
"Poplar Street","7","238421","0.00"
"Bruckner Boilevard","1","238421","0.00"
"Scott Place","1","238421","0.00"
"Ingram Avenue","1","238421","0.00"
"90Avenue","1","238421","0.00"
"Willow Court","1","238421","0.00"
"Sylvan Avenue","2","238421","0.00"
"Meeker Ave","2","238421","0.00"
"146Th St","1","238421","0.00"
"Monroe Place","1","238421","0.00"
"St. Peters Ave","1","238421","0.00"
"Rev. James Polite Avenue","1","238421","0.00"
"Ireland Street","2","238421","0.00"
"Commercial Street","8","238421","0.00"
"7 Ave","1","238421","0.00"
"Olive Street","11","238421","0.00"
"Korean War Vets Parkway Ramp","4","238421","0.00"
"Jones Street","5","238421","0.00"
"Berrian Bulevard","1","238421","0.00"
"Popham Avenue","8","238421","0.00"
"River Place","1","238421","0.00"
"Capuchin Way","3","238421","0.00"
"Ed Koch Queensboro Bridge","2","238421","0.00"
"St Lawrence Ave","1","238421","0.00"
"Ash Avenue","8","238421","0.00"
"Fillat Street","1","238421","0.00"
"Bay 7 Street","6","238421","0.00"
"Glen Ave","1","238421","0.00"
"Jackson Mill Road","6","238421","0.00"
"Chevy Chase Street","3","238421","0.00"
"Pearsall Street","2","238421","0.00"
"Marine Parkway Bridge","10","238421","0.00"
"Willis Avenue Bridge","3","238421","0.00"
"Ericsson Street","3","238421","0.00"
"Cannon Boulevard","1","238421","0.00"
"Meserole Ave","1","238421","0.00"
"29 St","1","238421","0.00"
"Beverly Road","9","238421","0.00"
"Duke Ellington Parkway","2","238421","0.00"
"Finley Avenue","2","238421","0.00"
"25 Drive","2","238421","0.00"
"Close Avenue","9","238421","0.00"
"Yukon Avenue","6","238421","0.00"
"Jamie Lane","1","238421","0.00"
"South Market Street","7","238421","0.00"
"O Brien Place","1","238421","0.00"
"Stearns Street","1","238421","0.00"
"Hendrickson Street","10","238421","0.00"
"Marne Place","2","238421","0.00"
"Fairmount Avenue","2","238421","0.00"
"Holcomb Avenue","1","238421","0.00"
"Quail Lane","2","238421","0.00"
"Benjamin Drive","2","238421","0.00"
"Waldo Avenue","8","238421","0.00"
"Zebra Place","1","238421","0.00"
"Lighthouse Avenue","2","238421","0.00"
"51 Road","7","238421","0.00"
"Sutter Ave","1","238421","0.00"
"Crandall Avenue","4","238421","0.00"
"Beach Channel  Drive","1","238421","0.00"
"Saint Peters Avenue","10","238421","0.00"
"Beach Breeze Place","1","238421","0.00"
"Friendship Lane","1","238421","0.00"
"North 14 Street","3","238421","0.00"
"Paerdegat 15 Street","1","238421","0.00"
"Haspel Street","3","238421","0.00"
"Beach 142 Street","1","238421","0.00"
"Buck Street","1","238421","0.00"
"Linda Avenue","1","238421","0.00"
"City Island Bridge","2","238421","0.00"
"Nevada Avenue","1","238421","0.00"
"Martin Court","2","238421","0.00"
"West 256 Street","5","238421","0.00"
"Glover Street","7","238421","0.00"
"Depot Road","2","238421","0.00"
"Brighton Court","2","238421","0.00"
"Arnold Street","1","238421","0.00"
"248 Street","11","238421","0.00"
"Klondike Avenue","10","238421","0.00"
"West 219 Street","1","238421","0.00"
"Caton Ave","1","238421","0.00"
"Fairfield Avenue","4","238421","0.00"
"Lombardy Street","10","238421","0.00"
"Fitchett Street","4","238421","0.00"
"Allentown Lane","1","238421","0.00"
"Brighton 10 Terrace","3","238421","0.00"
"88 Ave","1","238421","0.00"
"Bridgeton Street","1","238421","0.00"
"Gerard Ave","2","238421","0.00"
"Low Terrace","3","238421","0.00"
"250 Street","5","238421","0.00"
"Burton Street","1","238421","0.00"
"Hatting Place","1","238421","0.00"
"Boyce Avenue","1","238421","0.00"
"Edgewater Park","4","238421","0.00"
"Clayton Street","1","238421","0.00"
"Otsego Street","6","238421","0.00"
"Greenfield Avenue","3","238421","0.00"
"Collfield Avenue","4","238421","0.00"
"Rutgers Slip","1","238421","0.00"
"34 Ave","1","238421","0.00"
"Lincoln Terrace","1","238421","0.00"
"Gulf Ave","5","238421","0.00"
"Beechknoll Avenue","1","238421","0.00"
"Roberts Drive","1","238421","0.00"
"Wolcott Street","6","238421","0.00"
"Ferris Place","3","238421","0.00"
"Gates Place","3","238421","0.00"
"160 Avenue","11","238421","0.00"
"Library Avenue","2","238421","0.00"
"132 Road","5","238421","0.00"
"Heron Lane","1","238421","0.00"
"Bridge Plaza Court","1","238421","0.00"
"Brighton 1 Road","5","238421","0.00"
"Laredo Avenue","3","238421","0.00"
"Sheridan Blvd","3","238421","0.00"
"20 Road","11","238421","0.00"
"W 49 Street","1","238421","0.00"
"72 3 Place","1","238421","0.00"
"Penton Street","3","238421","0.00"
"161 Avenue","5","238421","0.00"
"Caroll Street","1","238421","0.00"
"Beach 169 Street","2","238421","0.00"
"South Service Road","2","238421","0.00"
"145 St Bridge","3","238421","0.00"
"Ocean Crest Boulevard","7","238421","0.00"
"Douglas Rd","1","238421","0.00"
"109 Road","11","238421","0.00"
"Turnbull Avenue","7","238421","0.00"
"West 15 Place","1","238421","0.00"
"Hunter Street","4","238421","0.00"
"16 Road","2","238421","0.00"
"Plunkett Avenue","1","238421","0.00"
"Luten Avenue","5","238421","0.00"
"W Loop Road","2","238421","0.00"
"Greenleaf Avenue","7","238421","0.00"
"Lion Street","1","238421","0.00"
"Saint Patrick Place","3","238421","0.00"
"Marginal St East","1","238421","0.00"
"Garden Street","11","238421","0.00"
"East 6 Road","3","238421","0.00"
"Seabury Street","8","238421","0.00"
"Freedom Place","1","238421","0.00"
"Daniel Low Terrace","8","238421","0.00"
"Baisley Blvd","1","238421","0.00"
"Jones Place","1","238421","0.00"
